transaction_id,account_number,amount,transaction_type,transaction_date
5261,1273,547.16,Deposit,2025-02-24T21:21:15
5262,1396,-9738.01,Withdrawal,2024-03-30T04:59:34
5263,1231,-31711.0,Withdrawal,2024-07-17T05:33:19
5264,1043,7489.03,Deposit,2025-02-23T15:35:10
5265,1090,2758.11,Deposit,2024-03-07T05:56:21
5266,1322,-6549.04,Withdrawal,2024-10-17T22:02:33
5267,1277,5895.49,Transfer,2025-01-20T14:58:22
5268,1207,-496.16,Withdrawal,2022-10-28T12:28:57
5269,1209,2163.9,Deposit,2025-02-02T15:09:18
5270,1447,-7935.06,Withdrawal,2023-09-06T11:00:26
5271,1264,-9427.34,Withdrawal,2025-01-11T05:06:58
5272,1096,7561.92,Deposit,2024-07-13T04:34:26
5273,1169,5214.57,Deposit,2023-03-08T18:50:16
5274,1228,-943.91,Withdrawal,2023-09-17T06:04:53
5275,1353,4891.53,Deposit,2024-10-27T12:29:43
5276,1460,3744.01,Deposit,2023-07-22T10:11:59
5277,1367,2644.59,Transfer,2024-02-08T01:21:46
5278,1145,-8062.1,Withdrawal,2025-03-25T14:59:44
5279,1469,4301.16,Transfer,2024-09-08T02:27:06
5280,1078,4026.04,Deposit,2025-01-11T05:50:47
5281,1219,5756.05,Deposit,2024-02-05T03:08:14
5282,1071,6971.42,Transfer,2022-09-17T17:03:18
5283,1380,2257.64,Transfer,2025-03-07T23:33:22
5284,1440,8718.63,Deposit,2024-08-27T13:48:56
5285,1335,5373.85,Transfer,2025-01-17T13:33:46
5286,1069,-9278.45,Withdrawal,2025-03-14T21:04:59
5287,1044,1005.79,Deposit,2025-01-25T19:48:40
5288,1321,-776.16,Withdrawal,2024-06-04T01:29:59
5289,1490,9462.74,Deposit,2022-12-28T08:12:26
5290,1032,8345.5,Deposit,2024-12-20T14:41:04
5291,1161,8338.2,Deposit,2022-10-12T10:44:27
5292,1018,-17430.13,Withdrawal,2023-12-25T01:13:19
5293,1057,-12401.64,Withdrawal,2023-04-05T12:37:00
5294,1415,-9147.65,Withdrawal,2021-11-30T14:17:20
5295,1428,-14171.53,Withdrawal,2023-05-13T02:35:52
5296,1452,665.27,Deposit,2024-07-30T17:44:45
5297,1220,-9820.95,Withdrawal,2024-07-19T06:17:42
5298,1276,-345.39,Withdrawal,2024-11-08T14:47:08
5299,1294,2461.59,Transfer,2024-05-23T07:23:41
5300,1048,-2381.83,Withdrawal,2025-05-03T07:02:04
5301,1486,3042.67,Deposit,2025-04-28T20:28:35
5302,1410,-5458.68,Withdrawal,2025-04-07T00:24:35
5303,1462,-5303.95,Withdrawal,2023-06-22T06:29:27
5304,1124,8335.13,Deposit,2024-06-01T04:23:56
5305,1491,-5858.5,Withdrawal,2022-11-08T13:43:44
5306,1198,7108.14,Transfer,2024-12-17T02:48:57
5307,1377,9704.16,Transfer,2022-08-18T21:52:05
5308,1469,-1423.02,Withdrawal,2024-08-19T02:01:31
5309,1187,8886.83,Deposit,2024-08-21T23:02:48
5310,1415,7749.96,Transfer,2024-12-27T04:39:39
5311,1144,-14791.75,Withdrawal,2021-12-06T17:35:56
5312,1278,-164.46,Withdrawal,2025-04-21T08:33:20
5313,1077,-10836.24,Withdrawal,2021-04-30T09:18:36
5314,1322,917.58,Deposit,2024-01-22T04:48:55
5315,1049,-1425.86,Withdrawal,2023-04-05T09:56:09
5316,1194,-17839.94,Withdrawal,2025-01-20T22:19:56
5317,1357,5070.78,Deposit,2024-08-28T06:40:37
5318,1097,-5394.06,Withdrawal,2025-03-27T01:58:17
5319,1188,4713.0,Transfer,2022-10-08T00:17:22
5320,1346,-10111.4,Withdrawal,2023-11-26T23:18:37
5321,1257,921.78,Transfer,2025-04-28T23:37:30
5322,1005,8695.29,Deposit,2024-10-08T19:34:46
5323,1347,-9748.71,Withdrawal,2025-01-16T03:40:58
5324,1135,961.37,Transfer,2022-01-11T11:56:53
5325,1486,5271.76,Deposit,2025-05-07T01:47:52
5326,1277,5609.71,Deposit,2023-12-23T11:26:22
5327,1085,-6642.82,Withdrawal,2022-09-24T08:31:27
5328,1100,-12389.77,Withdrawal,2023-08-28T09:19:58
5329,1378,7768.1,Deposit,2022-12-18T20:19:49
5330,1250,-1667.33,Withdrawal,2025-04-01T00:45:38
5331,1358,-2005.32,Withdrawal,2025-04-14T12:01:51
5332,1400,9927.8,Deposit,2021-09-25T01:21:14
5333,1413,-5052.95,Withdrawal,2023-01-30T11:06:15
5334,1065,9974.27,Transfer,2024-12-08T14:30:58
5335,1192,7720.69,Transfer,2025-05-03T06:12:28
5336,1230,-2525.97,Withdrawal,2024-11-15T19:28:42
5337,1453,-18693.61,Withdrawal,2021-10-19T14:16:36
5338,1081,8411.35,Transfer,2024-04-24T00:25:12
5339,1004,9742.47,Deposit,2022-03-04T16:41:42
5340,1474,4340.48,Deposit,2025-03-12T04:36:53
5341,1398,-13461.75,Withdrawal,2022-11-18T02:21:50
5342,1140,5099.38,Deposit,2025-01-23T17:36:29
5343,1487,297.57,Deposit,2022-07-24T06:16:53
5344,1148,1000.11,Deposit,2024-09-07T13:05:42
5345,1464,-28749.35,Withdrawal,2024-02-06T09:50:19
5346,1174,4273.98,Deposit,2024-04-03T11:58:30
5347,1220,7205.71,Transfer,2024-09-12T09:29:43
5348,1104,-5344.43,Withdrawal,2023-10-02T05:18:42
5349,1397,6564.38,Transfer,2023-02-09T02:17:35
5350,1124,-6926.99,Withdrawal,2024-08-02T19:15:24
5351,1113,-11798.07,Withdrawal,2025-02-12T21:01:11
5352,1178,9881.08,Transfer,2022-01-25T07:57:23
5353,1076,9784.11,Deposit,2024-07-25T11:50:52
5354,1166,4499.85,Deposit,2024-06-16T15:32:53
5355,1176,-916.2,Withdrawal,2024-12-11T11:15:17
5356,1435,7631.17,Transfer,2024-10-20T21:08:32
5357,1378,-2470.03,Withdrawal,2022-05-18T14:20:10
5358,1250,1521.52,Transfer,2025-04-29T20:32:04
5359,1216,124.24,Deposit,2022-01-31T19:05:52
5360,1141,-8348.33,Withdrawal,2020-08-27T20:56:50
5361,1391,384.11,Deposit,2022-09-14T12:29:48
5362,1306,-12000.23,Withdrawal,2024-03-14T10:58:26
5363,1122,8826.45,Transfer,2023-10-11T10:03:51
5364,1109,4316.92,Deposit,2024-09-07T01:42:26
5365,1121,-11167.49,Withdrawal,2022-11-16T00:21:17
5366,1278,1749.39,Deposit,2025-04-15T05:59:29
5367,1204,-96.01,Withdrawal,2023-07-01T01:15:40
5368,1363,-5226.79,Withdrawal,2025-04-11T16:11:12
5369,1483,7450.63,Transfer,2025-01-11T08:45:48
5370,1090,9499.42,Transfer,2025-02-04T04:35:26
5371,1484,2502.43,Transfer,2025-01-31T09:31:35
5372,1149,1941.11,Deposit,2024-07-09T09:14:05
5373,1205,2070.72,Deposit,2024-11-02T01:56:13
5374,1006,7412.35,Transfer,2023-06-17T16:33:04
5375,1017,-4410.82,Withdrawal,2024-08-05T22:18:56
5376,1237,-1101.7,Withdrawal,2025-03-22T03:38:51
5377,1480,3135.85,Deposit,2024-01-05T05:17:52
5378,1119,1158.26,Deposit,2025-04-10T18:15:42
5379,1089,-3082.24,Withdrawal,2022-05-21T01:45:59
5380,1210,-5194.12,Withdrawal,2024-08-16T14:59:10
5381,1421,2815.68,Transfer,2022-10-29T22:34:54
5382,1423,2425.32,Deposit,2023-04-07T09:43:41
5383,1363,-9291.92,Withdrawal,2025-03-29T15:54:10
5384,1245,9247.76,Deposit,2025-03-02T22:35:55
5385,1034,1757.33,Deposit,2024-03-10T08:34:59
5386,1031,-6287.99,Withdrawal,2024-03-30T06:35:08
5387,1463,6456.98,Transfer,2025-03-27T23:29:17
5388,1173,-105.13,Withdrawal,2022-09-21T04:45:39
5389,1381,9941.21,Transfer,2025-01-29T09:11:10
5390,1077,6988.54,Deposit,2022-06-16T19:33:50
5391,1143,6583.55,Transfer,2023-05-08T06:58:02
5392,1075,772.48,Deposit,2024-03-25T03:31:26
5393,1079,-1380.24,Withdrawal,2024-07-26T07:38:21
5394,1152,9603.5,Transfer,2022-08-22T18:49:55
5395,1258,-3906.32,Withdrawal,2024-11-15T15:47:05
5396,1484,-1830.75,Withdrawal,2022-10-11T03:08:45
5397,1160,9739.16,Deposit,2025-04-25T04:30:18
5398,1175,8694.25,Deposit,2025-02-24T03:09:44
5399,1006,5210.18,Deposit,2025-02-21T08:17:25
5400,1189,-1064.49,Withdrawal,2023-08-27T15:29:17
5401,1263,3281.65,Deposit,2023-08-20T11:59:47
5402,1095,1910.71,Deposit,2025-04-28T21:32:32
5403,1264,-6572.33,Withdrawal,2025-03-07T14:48:42
5404,1155,6545.45,Deposit,2024-03-16T19:03:43
5405,1151,6428.45,Transfer,2024-03-25T21:37:59
5406,1487,9409.36,Transfer,2025-01-12T14:18:20
5407,1467,1355.2,Transfer,2023-09-17T17:54:27
5408,1343,1905.78,Transfer,2020-11-15T05:39:13
5409,1066,-8096.3,Withdrawal,2022-07-18T06:43:36
5410,1131,-10287.81,Withdrawal,2023-03-13T00:22:15
5411,1047,8618.73,Deposit,2022-12-16T10:06:04
5412,1478,4411.36,Deposit,2025-04-18T03:52:06
5413,1198,-552.03,Withdrawal,2022-12-25T16:32:26
5414,1485,-670.75,Withdrawal,2025-04-13T17:24:19
5415,1487,-2054.87,Withdrawal,2025-01-22T16:38:24
5416,1346,3234.78,Transfer,2020-12-24T15:46:51
5417,1465,-4556.91,Withdrawal,2025-04-27T02:05:28
5418,1311,-12196.26,Withdrawal,2025-05-07T05:33:51
5419,1150,3213.92,Deposit,2024-10-21T13:31:44
5420,1241,4064.18,Deposit,2025-04-22T18:52:45
5421,1039,2532.34,Transfer,2023-02-14T01:54:40
5422,1090,-7856.44,Withdrawal,2024-09-25T05:36:42
5423,1255,3177.54,Deposit,2025-04-28T10:48:06
5424,1177,-32178.34,Withdrawal,2025-04-01T20:23:02
5425,1190,5702.34,Deposit,2024-10-30T09:53:54
5426,1196,-9786.49,Withdrawal,2025-05-07T19:29:22
5427,1068,-3000.36,Withdrawal,2022-09-24T10:21:02
5428,1076,7138.98,Transfer,2023-12-12T22:51:30
5429,1035,5661.82,Deposit,2024-12-28T08:57:45
5430,1425,9629.48,Deposit,2025-04-25T17:24:03
5431,1394,6011.05,Deposit,2025-03-25T06:06:17
5432,1109,-1408.09,Withdrawal,2024-12-10T07:49:32
5433,1429,2600.58,Transfer,2022-06-05T14:01:12
5434,1096,-166.64,Withdrawal,2024-09-23T14:40:53
5435,1354,-2750.52,Withdrawal,2025-04-30T04:02:51
5436,1207,8127.34,Deposit,2024-08-06T07:59:06
5437,1037,9178.96,Deposit,2025-04-06T13:28:27
5438,1483,6514.44,Deposit,2024-12-18T07:58:59
5439,1050,6581.47,Deposit,2025-04-15T04:02:52
5440,1296,7256.12,Deposit,2024-09-11T18:48:17
5441,1225,8104.11,Deposit,2025-03-08T19:52:11
5442,1165,1004.85,Deposit,2025-05-10T08:15:27
5443,1495,-4665.3,Withdrawal,2023-01-23T18:53:22
5444,1417,-3100.8,Withdrawal,2021-12-16T12:39:58
5445,1319,905.94,Transfer,2024-12-02T01:32:52
5446,1105,8408.66,Deposit,2023-02-23T19:11:02
5447,1256,-9008.86,Withdrawal,2024-04-05T15:18:14
5448,1487,5395.6,Transfer,2025-03-12T16:28:36
5449,1370,-3356.13,Withdrawal,2024-11-26T04:34:06
5450,1335,9860.78,Transfer,2023-08-03T19:39:49
5451,1233,-209.14,Withdrawal,2021-10-01T17:08:20
5452,1060,-5710.26,Withdrawal,2022-12-06T06:56:56
5453,1472,6707.35,Deposit,2024-02-24T21:31:46
5454,1395,4468.88,Deposit,2023-11-22T08:11:25
5455,1026,-8562.7,Withdrawal,2024-07-31T09:50:27
5456,1379,-4498.69,Withdrawal,2024-12-15T11:09:17
5457,1211,-8605.55,Withdrawal,2024-12-16T00:15:00
5458,1219,-654.5,Withdrawal,2024-02-29T20:59:57
5459,1487,-1523.05,Withdrawal,2024-04-30T15:15:09
5460,1243,6409.0,Deposit,2024-12-05T03:15:42
5461,1226,7324.96,Deposit,2022-12-26T12:10:09
5462,1475,5735.82,Deposit,2024-12-04T06:49:19
5463,1152,-2634.46,Withdrawal,2022-08-20T22:01:32
5464,1284,706.65,Deposit,2023-08-28T12:05:08
5465,1309,1130.74,Deposit,2024-09-10T21:55:03
5466,1320,-4399.86,Withdrawal,2025-03-21T07:16:37
5467,1277,4127.09,Deposit,2023-09-22T18:57:45
5468,1116,1361.59,Transfer,2022-02-15T16:36:02
5469,1015,6002.3,Deposit,2023-03-18T14:47:21
5470,1039,-4868.67,Withdrawal,2024-10-12T14:45:57
5471,1453,-18070.35,Withdrawal,2023-06-14T07:41:57
5472,1433,9759.77,Deposit,2025-04-16T21:02:58
5473,1299,80.11,Deposit,2023-03-26T06:59:47
5474,1344,1850.05,Deposit,2024-06-11T00:11:22
5475,1024,820.88,Deposit,2023-05-26T22:17:39
5476,1126,-3507.4,Withdrawal,2024-12-22T07:39:47
5477,1036,6834.16,Deposit,2023-09-27T19:21:10
5478,1266,-5829.82,Withdrawal,2024-07-10T04:35:53
5479,1256,7287.06,Deposit,2025-03-07T07:06:39
5480,1319,105.3,Transfer,2023-04-26T18:40:23
5481,1339,5078.98,Deposit,2025-04-23T17:39:21
5482,1426,9070.71,Deposit,2025-01-12T22:18:46
5483,1323,3657.8,Deposit,2025-04-01T00:14:49
5484,1036,-4283.75,Withdrawal,2023-07-24T17:22:36
5485,1391,-5461.53,Withdrawal,2024-08-09T14:10:23
5486,1273,4838.33,Transfer,2025-03-27T22:10:51
5487,1326,2905.12,Transfer,2024-02-10T14:46:36
5488,1378,9116.45,Deposit,2023-01-02T13:53:02
5489,1164,-29938.53,Withdrawal,2025-04-29T12:05:30
5490,1418,-9260.54,Withdrawal,2024-12-09T16:27:50
5491,1072,-7452.56,Withdrawal,2024-12-14T07:02:13
5492,1437,-31628.68,Withdrawal,2023-04-19T15:34:34
5493,1378,1059.72,Transfer,2021-12-25T04:08:21
5494,1288,-15769.24,Withdrawal,2025-03-18T01:10:22
5495,1213,-34233.97,Withdrawal,2020-12-27T01:51:17
5496,1176,3843.33,Deposit,2025-04-22T03:35:11
5497,1430,2664.85,Deposit,2024-07-20T06:54:08
5498,1415,999.05,Deposit,2023-05-08T17:32:32
5499,1485,4656.64,Transfer,2022-05-14T10:42:04
5500,1252,8984.86,Deposit,2024-07-31T09:57:21
5501,1405,-6035.61,Withdrawal,2024-12-24T07:33:43
5502,1461,-1017.49,Withdrawal,2025-04-27T06:20:25
5503,1480,5350.38,Deposit,2024-11-30T21:03:37
5504,1011,-12916.11,Withdrawal,2022-10-14T18:38:02
5505,1116,2819.35,Transfer,2022-01-01T10:49:39
5506,1432,7276.08,Transfer,2025-03-09T17:30:42
5507,1151,1751.03,Deposit,2024-05-30T03:16:03
5508,1088,9284.49,Deposit,2024-06-08T15:54:16
5509,1182,-6940.23,Withdrawal,2023-02-26T00:10:16
5510,1055,7275.83,Deposit,2025-05-03T13:45:10
5511,1378,5450.46,Deposit,2024-06-08T14:41:31
5512,1214,7700.03,Transfer,2024-07-08T14:12:25
5513,1452,-13390.61,Withdrawal,2022-11-05T12:52:02
5514,1373,-8164.61,Withdrawal,2024-12-17T17:23:41
5515,1283,-5177.87,Withdrawal,2024-09-26T05:24:22
5516,1252,3449.75,Deposit,2024-06-23T09:57:14
5517,1083,109.73,Deposit,2024-08-02T06:11:29
5518,1490,364.98,Transfer,2022-05-07T19:02:21
5519,1115,3130.04,Deposit,2023-10-23T01:47:32
5520,1283,-2951.15,Withdrawal,2024-12-06T06:23:13
5521,1120,5142.9,Deposit,2023-10-14T22:29:43
5522,1213,7222.09,Deposit,2023-06-05T10:07:54
5523,1338,-1930.96,Withdrawal,2024-09-01T23:55:56
5524,1212,260.97,Deposit,2024-11-22T06:31:24
5525,1167,-21326.09,Withdrawal,2024-03-29T00:55:39
5526,1300,7233.96,Deposit,2024-11-16T16:43:49
5527,1181,7057.72,Deposit,2024-06-17T23:19:05
5528,1211,-860.91,Withdrawal,2024-10-08T09:52:33
5529,1251,27.97,Deposit,2025-02-23T09:58:00
5530,1419,-3668.19,Withdrawal,2025-01-06T21:20:24
5531,1068,9319.67,Deposit,2024-03-24T02:23:26
5532,1309,-9738.57,Withdrawal,2023-05-07T18:06:48
5533,1268,1216.83,Deposit,2024-10-13T21:18:09
5534,1086,-42.05,Withdrawal,2024-10-31T13:46:56
5535,1311,9968.47,Transfer,2025-02-14T12:20:50
5536,1053,2908.88,Transfer,2022-04-22T05:13:28
5537,1448,1337.75,Deposit,2025-02-10T13:01:39
5538,1130,1557.42,Deposit,2024-05-08T23:46:24
5539,1353,9694.43,Deposit,2021-08-22T19:10:16
5540,1166,-3097.66,Withdrawal,2024-01-06T00:47:21
5541,1478,6050.49,Deposit,2025-04-20T17:08:25
5542,1096,-19061.37,Withdrawal,2023-10-19T14:05:24
5543,1202,-8915.42,Withdrawal,2025-02-06T16:50:39
5544,1358,-225.46,Withdrawal,2024-09-08T19:11:28
5545,1395,4459.61,Transfer,2025-04-06T23:25:57
5546,1388,7248.94,Transfer,2025-04-27T23:26:14
5547,1150,8299.19,Deposit,2025-03-26T09:42:33
5548,1244,2561.18,Deposit,2022-11-26T02:34:33
5549,1432,8656.72,Deposit,2025-04-30T20:17:16
5550,1071,8162.54,Transfer,2023-03-30T16:21:02
5551,1231,5263.05,Deposit,2024-07-30T09:05:35
5552,1251,2582.97,Deposit,2025-02-12T02:24:48
5553,1369,-2316.33,Withdrawal,2023-07-30T01:52:36
5554,1050,1586.82,Transfer,2025-02-07T12:41:06
5555,1321,3873.77,Transfer,2024-04-01T19:29:08
5556,1190,6962.05,Transfer,2025-01-17T00:47:33
5557,1389,9267.56,Deposit,2025-04-19T18:15:04
5558,1267,610.57,Deposit,2022-09-26T15:03:48
5559,1131,7244.44,Deposit,2024-05-18T03:06:09
5560,1155,-3726.93,Withdrawal,2024-08-21T21:50:42
5561,1428,371.99,Transfer,2022-03-10T05:29:54
5562,1191,9460.68,Deposit,2021-06-08T04:06:02
5563,1069,1280.18,Deposit,2023-11-01T13:56:43
5564,1112,-5381.02,Withdrawal,2025-05-04T15:45:49
5565,1281,3853.74,Deposit,2024-05-29T17:31:46
5566,1282,-110.2,Withdrawal,2021-05-21T04:07:52
5567,1438,6335.19,Transfer,2025-04-29T12:13:54
5568,1337,4445.06,Deposit,2025-05-05T23:33:59
5569,1407,-1137.97,Withdrawal,2025-01-16T16:04:01
5570,1028,9977.51,Deposit,2024-10-31T09:40:56
5571,1311,8309.16,Deposit,2023-11-28T16:40:46
5572,1413,7210.05,Deposit,2023-10-23T08:50:19
5573,1459,9904.86,Deposit,2023-11-10T18:07:52
5574,1040,-5195.41,Withdrawal,2021-08-19T12:54:03
5575,1325,5651.51,Deposit,2024-12-23T23:07:09
5576,1333,8606.81,Transfer,2024-01-26T04:38:51
5577,1093,-4370.88,Withdrawal,2023-09-21T15:53:22
5578,1210,-1193.95,Withdrawal,2023-09-07T14:55:56
5579,1362,5867.6,Deposit,2024-03-31T04:18:23
5580,1315,-6993.61,Withdrawal,2024-01-31T21:14:48
5581,1397,4189.02,Transfer,2025-03-13T21:03:32
5582,1010,6284.21,Deposit,2022-10-28T03:29:19
5583,1093,6575.93,Deposit,2025-04-17T16:15:42
5584,1054,5951.01,Deposit,2024-11-25T06:03:55
5585,1334,-3380.07,Withdrawal,2024-08-01T09:19:52
5586,1013,6485.46,Deposit,2022-10-14T04:37:55
5587,1340,7884.15,Deposit,2024-11-22T19:26:55
5588,1386,3319.1,Transfer,2021-09-26T01:07:47
5589,1405,7097.34,Deposit,2025-03-01T02:02:14
5590,1494,7696.91,Deposit,2023-12-23T05:10:53
5591,1421,-32901.5,Withdrawal,2023-06-20T01:32:27
5592,1142,6254.05,Deposit,2023-02-03T04:20:37
5593,1113,-319.79,Withdrawal,2025-01-13T14:03:48
5594,1275,695.19,Deposit,2023-11-18T22:20:39
5595,1396,2721.65,Deposit,2024-06-01T22:45:40
5596,1192,5341.12,Deposit,2023-12-22T00:07:40
5597,1196,-7228.9,Withdrawal,2025-05-06T16:58:06
5598,1380,7785.64,Deposit,2025-04-02T16:56:28
5599,1379,4088.99,Deposit,2025-01-29T22:34:23
5600,1322,5058.62,Deposit,2025-01-31T11:02:23
5601,1161,-6027.05,Withdrawal,2023-09-03T01:18:06
5602,1463,-10703.48,Withdrawal,2025-04-23T18:15:02
5603,1156,-8779.89,Withdrawal,2025-04-01T19:50:48
5604,1371,9616.05,Deposit,2022-02-09T16:41:07
5605,1377,2023.33,Deposit,2025-03-17T01:37:43
5606,1315,8129.18,Deposit,2024-10-02T17:37:12
5607,1089,-3490.36,Withdrawal,2024-08-18T16:09:30
5608,1057,4343.12,Deposit,2024-12-04T11:16:14
5609,1079,-1532.28,Withdrawal,2022-10-12T17:10:40
5610,1165,5432.5,Deposit,2024-06-22T16:27:21
5611,1185,5346.92,Deposit,2024-03-01T10:05:27
5612,1133,-3750.54,Withdrawal,2022-05-27T06:53:09
5613,1155,-1683.75,Withdrawal,2025-04-08T07:49:50
5614,1154,8493.93,Transfer,2025-03-15T22:38:11
5615,1452,5925.22,Transfer,2024-07-03T21:28:20
5616,1225,-29667.76,Withdrawal,2024-11-10T06:39:44
5617,1254,-1163.6,Withdrawal,2023-09-18T16:56:36
5618,1426,-3844.75,Withdrawal,2025-02-26T19:06:03
5619,1388,2005.8,Deposit,2025-03-28T00:54:37
5620,1293,3412.03,Deposit,2025-03-13T17:21:18
5621,1459,1135.55,Deposit,2024-06-14T06:07:27
5622,1266,-7472.81,Withdrawal,2024-08-22T22:45:36
5623,1250,9006.04,Transfer,2025-03-12T19:34:24
5624,1406,5434.39,Deposit,2025-01-24T12:45:55
5625,1139,6096.61,Transfer,2023-01-13T12:55:11
5626,1269,9045.23,Deposit,2024-09-08T12:07:34
5627,1304,2455.81,Transfer,2025-04-17T20:52:23
5628,1353,86.07,Deposit,2025-03-19T22:51:08
5629,1011,1355.56,Deposit,2023-11-23T05:25:40
5630,1176,-5674.35,Withdrawal,2024-05-20T09:43:46
5631,1359,3145.49,Deposit,2024-05-27T10:43:20
5632,1187,2059.74,Deposit,2024-06-08T04:43:22
5633,1342,575.34,Deposit,2025-02-03T16:46:57
5634,1191,1012.29,Deposit,2024-07-04T10:07:36
5635,1152,-6564.33,Withdrawal,2022-04-22T10:23:07
5636,1053,5205.62,Deposit,2023-06-29T12:26:16
5637,1344,-1016.66,Withdrawal,2024-03-25T18:20:48
5638,1448,-4426.51,Withdrawal,2024-12-17T22:15:52
5639,1162,8011.59,Deposit,2022-11-07T01:40:00
5640,1460,6057.43,Deposit,2025-04-11T14:07:35
5641,1179,9910.94,Deposit,2024-09-12T17:52:00
5642,1266,-3361.63,Withdrawal,2022-02-05T07:02:39
5643,1456,-153.32,Withdrawal,2024-09-16T18:31:16
5644,1281,1657.91,Deposit,2024-08-11T20:38:00
5645,1439,-7885.31,Withdrawal,2024-10-13T20:36:40
5646,1121,3865.58,Deposit,2022-12-22T03:26:49
5647,1344,6494.75,Deposit,2025-04-18T15:15:28
5648,1134,-19028.58,Withdrawal,2022-05-21T15:50:42
5649,1389,-4949.45,Withdrawal,2023-12-01T02:56:29
5650,1396,-1507.58,Withdrawal,2024-09-25T12:04:36
5651,1399,4010.39,Transfer,2023-08-14T19:33:49
5652,1466,-4825.58,Withdrawal,2022-10-20T17:25:35
5653,1247,5406.65,Transfer,2024-04-30T04:42:22
5654,1042,6320.77,Transfer,2025-02-12T02:46:40
5655,1317,-2207.08,Withdrawal,2025-04-04T06:17:42
5656,1203,5586.07,Deposit,2023-12-29T22:53:47
5657,1080,8355.48,Deposit,2025-04-27T13:44:51
5658,1014,424.85,Transfer,2025-03-22T02:22:48
5659,1274,6295.15,Transfer,2024-09-30T13:34:26
5660,1182,1583.65,Transfer,2023-07-04T08:30:01
5661,1484,-1877.84,Withdrawal,2021-01-22T01:54:14
5662,1136,-4593.98,Withdrawal,2025-05-08T12:35:18
5663,1202,2253.4,Transfer,2025-01-23T09:10:20
5664,1432,6986.86,Deposit,2024-12-21T01:46:00
5665,1408,1581.97,Deposit,2025-01-06T00:52:49
5666,1465,-5119.47,Withdrawal,2025-03-16T05:43:05
5667,1423,-3985.36,Withdrawal,2024-03-09T02:14:38
5668,1077,-12104.15,Withdrawal,2023-04-13T10:57:49
5669,1498,-12486.8,Withdrawal,2023-11-17T14:02:58
5670,1396,5498.51,Deposit,2023-10-21T22:28:06
5671,1356,-5383.74,Withdrawal,2025-03-06T15:15:57
5672,1273,7676.96,Transfer,2025-02-21T02:06:18
5673,1119,8760.19,Deposit,2025-01-17T22:39:10
5674,1064,9069.96,Transfer,2023-09-01T04:27:51
5675,1070,4714.9,Transfer,2025-04-05T16:06:15
5676,1280,7821.16,Deposit,2023-06-27T23:02:15
5677,1357,4452.3,Deposit,2024-02-10T07:24:57
5678,1027,5159.24,Deposit,2024-12-10T21:52:41
5679,1131,-8685.5,Withdrawal,2022-12-03T06:30:30
5680,1236,-5197.63,Withdrawal,2024-05-02T12:37:31
5681,1237,7863.2,Deposit,2025-03-02T17:36:14
5682,1169,1210.81,Transfer,2024-12-25T05:13:39
5683,1077,-12418.35,Withdrawal,2022-04-07T03:15:05
5684,1280,9744.1,Deposit,2024-09-10T17:59:02
5685,1108,8796.14,Deposit,2025-01-09T14:05:50
5686,1463,-647.27,Withdrawal,2025-04-23T11:03:38
5687,1005,-30047.25,Withdrawal,2023-05-13T01:30:34
5688,1170,-2258.58,Withdrawal,2023-03-18T07:34:08
5689,1163,1832.43,Deposit,2024-06-02T05:15:55
5690,1481,-1889.85,Withdrawal,2023-03-06T16:58:55
5691,1278,-8434.77,Withdrawal,2025-04-16T13:50:08
5692,1428,-10485.42,Withdrawal,2023-06-14T20:13:12
5693,1396,7956.48,Transfer,2023-09-09T02:20:28
5694,1108,669.62,Deposit,2025-01-28T17:46:47
5695,1499,-4232.08,Withdrawal,2023-01-21T21:52:02
5696,1206,9900.15,Deposit,2022-07-06T08:18:13
5697,1493,-16308.1,Withdrawal,2024-08-30T16:42:36
5698,1106,-12230.3,Withdrawal,2023-01-18T13:18:44
5699,1302,-321.01,Withdrawal,2023-05-12T09:38:28
5700,1141,8805.09,Transfer,2023-06-22T03:16:13
5701,1421,-7623.03,Withdrawal,2021-09-30T04:40:57
5702,1302,-991.58,Withdrawal,2024-09-22T02:23:11
5703,1476,-3432.81,Withdrawal,2025-04-06T22:04:53
5704,1181,-37341.8,Withdrawal,2023-07-01T06:09:27
5705,1397,-957.07,Withdrawal,2024-10-02T20:31:07
5706,1401,8516.69,Transfer,2024-06-19T05:09:55
5707,1055,7975.27,Deposit,2022-11-11T19:48:16
5708,1268,7744.92,Deposit,2024-09-30T05:49:52
5709,1210,3634.51,Deposit,2024-06-19T18:15:05
5710,1279,-10284.65,Withdrawal,2023-04-17T09:00:25
5711,1176,-2657.31,Withdrawal,2023-10-16T01:36:38
5712,1444,9258.44,Transfer,2023-04-13T22:39:17
5713,1125,4906.68,Deposit,2025-05-06T23:12:31
5714,1438,-54.9,Withdrawal,2025-05-10T04:23:25
5715,1429,-2896.21,Withdrawal,2023-12-09T00:22:12
5716,1061,1936.73,Deposit,2023-07-25T14:56:58
5717,1037,-11660.3,Withdrawal,2025-01-29T12:35:53
5718,1457,-3903.28,Withdrawal,2024-05-18T22:35:29
5719,1192,2520.84,Transfer,2023-05-15T04:50:30
5720,1319,3213.45,Deposit,2024-03-28T09:18:53
5721,1152,8555.36,Transfer,2023-01-04T23:16:56
5722,1360,6082.86,Deposit,2025-04-26T09:10:21
5723,1144,4406.05,Transfer,2020-07-25T15:53:17
5724,1496,-7184.18,Withdrawal,2021-12-15T12:23:11
